logFC logCPM PValue adj.PValue
9493 3.73632333863366 4.53150406855478 2.13282772971491e-123 7.57601737872033e-119
6513 5.65422986061357 8.95797920930947 5.3519349645017e-123 9.50530409370325e-119
9055 3.69594876632281 5.47489117098308 3.81055466798608e-116 4.51182374538446e-112
23397 4.13507289866543 4.10540995012446 1.07322481315674e-115 7.6244037176281e-112
90381 4.38720973874238 3.28978787044266 9.32827286158795e-116 7.6244037176281e-112
7020 5.53211185821482 4.90392330926739 1.51846126978341e-113 8.98954379399606e-110
4173 3.05184826781722 6.57183759665405 5.41966082786792e-111 2.75016817523852e-107
113130 4.08407816208888 4.77593692528068 1.84983271941067e-110 8.21348850327329e-107
78995 3.5118241071978 2.75070336795882 1.67484056979014e-107 6.61022354216841e-104
222584 6.85086869674372 3.98344206087021 7.43819000376596e-107 2.64211947123771e-103
54821 4.03104015532088 2.22678171211767 1.18715154324953e-105 3.83352817888786e-102
4171 3.46847896453146 6.48381007008256 1.74386669997033e-105 5.16199075413718e-102
9133 4.12871128808811 4.59184016020141 5.86879959213253e-102 1.60358177163184e-98
1111 3.02987170358252 4.0169853274601 1.03557559328729e-101 2.62747718922555e-98
22974 4.83804062130005 6.22592857928789 2.65219766411766e-101 6.28058088180824e-98
23624 3.94564134526853 4.14148101783335 8.60450588364886e-101 1.91025408433182e-97
7272 4.62508191651117 3.86573101799803 1.26616040018354e-100 2.64560491617173e-97
11065 4.79108717739307 4.98748189581604 1.03128748826821e-99 2.03513127059862e-96
144455 4.58589433199528 3.25418250091367 1.27042895340729e-99 2.3751003607358e-96
3832 3.68763593594649 4.87141794441598 1.53198712756252e-99 2.72088573790741e-96
55215 3.05556178051908 5.29580011645522 2.72568028079809e-99 4.61042329782043e-96
9156 4.37429436738631 3.25789969036342 3.02065029655527e-99 4.8771145083609e-96
990 4.14881894086313 4.53971195361089 4.21657464248563e-99 6.51204121198835e-96
5347 4.09911315581071 4.79512466715238 4.51709883197833e-99 6.68549448377926e-96
8438 4.28387866769862 2.98034035503917 1.15891929460125e-98 1.64663889054124e-95
1894 3.25850296429556 5.96242131292877 2.12984274900367e-98 2.90977478028305e-95
11004 4.34900626574329 4.57217249059406 3.29264452562559e-98 4.33177874795357e-95
