logFC	logCPM	PValue	adj.PValue
23109	4.75944757897311	3.47215735173676	3.07567080908421e-58	2.88313381643554e-54
4608	3.7912197055088	4.80653892956748	4.12077575138407e-40	1.93140759467371e-36
4620	3.7620165019024	6.24645024696853	2.88698403552465e-38	9.02086278300269e-35
8048	3.52480406335784	5.86569375595204	8.87655628100365e-32	2.0802209644532e-28
29895	4.36568632201815	4.6930102066425	8.8983707693603e-31	1.66826655183967e-27
5837	3.14090907146252	5.10439028619438	4.40933309106438e-30	6.88884806593958e-27
7136	3.34752588367453	3.45472978593804	1.80142684660721e-28	2.41236789429943e-25
140465	2.6349191059058	7.65649252318636	4.85112780773888e-28	5.68430900871803e-25
2027	3.57118486564256	4.96040945732335	1.19644033085063e-27	1.2461590734882e-24
4634	3.92002182671333	6.3417268347576	1.02424571163551e-26	9.60127930087126e-24
7125	3.51424049139362	5.41291513968157	5.43587453837511e-26	4.63235344752075e-23
4703	4.01409372169386	7.32475290758648	1.21523454238713e-25	9.4930071669475e-23
6588	3.98064864043265	7.40485486476774	4.43073577908713e-25	3.19490132255098e-22
10962	3.30116388819861	4.4137433347477	1.26700745200724e-24	8.48351989651132e-22
1339	3.05372987651015	7.43041121722961	2.00799587250953e-24	1.25486355392696e-21
126393	3.01565359585241	4.15473376970077	2.1743756426613e-23	1.27391232964419e-20
11155	2.46579964628963	4.94460833531343	3.17331018633953e-23	1.74980056980863e-20
1160	3.05975091049864	5.60967890892193	5.62767693233293e-23	2.9307690868716e-20
274	1.75170486111889	7.30863555641419	9.41449822415914e-23	4.6448161238562e-20
7135	4.45876588298222	7.92261631729459	2.14754104021087e-22	1.00655248554684e-19
7138	2.36436622405892	8.47235918202668	1.00212710444507e-21	4.47330451288958e-19
6450	2.19886250558385	6.24434808491685	1.46921232250283e-21	6.26018014142798e-19
70	3.6402306154699	8.28253953741174	3.63621193676363e-21	1.48199350848792e-18
845	3.23403070427107	5.03756049527654	5.13321487246651e-21	2.00494817560421e-18
7170	3.12886461654122	7.22947858811371	5.68787904473477e-21	2.13272712661375e-18
