logFC	logCPM	PValue	adj.PValue
467	4.77424225009571	4.89530447254952	2.52751959059012e-21	5.41672723459369e-17
6563	7.16054355012526	4.69707423901812	7.76993911250324e-21	8.32587825600285e-17
53836	6.86092137235465	2.38530398573521	3.31764688172168e-19	2.37001634407258e-15
1297	6.25128438162078	2.24678393954099	2.10346385777144e-18	1.12698334839749e-14
7538	4.0181358106648	6.01578168829356	2.20478067832051e-14	9.45013094341739e-11
140597	5.29626200584507	3.85729666691499	3.74509907964444e-14	1.337686972931e-10
26	6.12205827661088	3.09847343534306	6.48388029931473e-14	1.98508626706591e-10
3852	6.2521534047636	4.10394754585959	3.28715623749524e-13	8.80588066572006e-10
115290	5.39263362880259	1.95075875968693	3.73840545747886e-13	8.9019741510255e-10
3164	4.21703788474684	4.47270326409672	5.83307100089203e-13	1.25008544620117e-09
3872	4.12678377759566	3.95062722407695	1.77299992523607e-12	3.45428739979402e-09
1577	4.36465370524473	3.16362800631902	2.21390390639086e-11	3.95384788482188e-08
25928	4.5553682166622	0.296911435399975	8.96472183473714e-11	1.47786887415578e-07
1672	4.15635109613363	3.32422222495857	2.16930028940471e-10	3.3207338930166e-07
23767	4.21297399299339	3.88639007953245	2.33935376592867e-10	3.34231270384116e-07
3914	4.9920206990614	2.97578578116567	5.02047861665864e-10	6.72461732710071e-07
11279	4.26205590609058	1.70283333438804	1.4108524012596e-09	1.5921644542297e-06
301	4.02887996515452	5.3203111449276	1.43713349909738e-09	1.5921644542297e-06
3866	6.83793032667267	4.80350428054132	1.48585176074817e-09	1.5921644542297e-06
56265	4.6257865873619	2.05814187843056	1.3878906251987e-09	1.5921644542297e-06
3958	3.32884121332937	6.3581902434657	2.01930139847124e-09	2.06074515574463e-06
57126	4.01563648567188	3.24036006676098	6.74369893997105e-09	6.56928236284179e-06
247	4.49341745182687	4.073856883189	7.23504392201826e-09	6.74148809968579e-06
100144602	4.04663671083895	0.582877807173939	9.06426809112020e-09	8.0940137275332e-06
25984	4.61631501145262	2.01820787900512	1.10771013403831e-08	9.49573435303002e-06
100506119	4.0914926663485	0.386909533195158	1.36267176348286e-08	1.08177477394659e-05
100508342	4.09149267867935	0.386909533195158	1.36288175524044e-08	1.08177477394659e-05
374654	3.64186691123455	1.04038156534284	1.99712329661441e-08	1.52858390606227e-05
3694	4.74848952923416	1.73530773389029	2.23623827910088e-08	1.65258008825555e-05
6571	4.21994788141948	2.42101868460505	2.37293836445415e-08	1.69514806962056e-05
1843	3.04135169359446	6.92783533704808	4.7624343107477e-08	3.18949155355106e-05
9121	3.73604356191246	3.03127792007236	4.74308782091049e-08	3.18949155355106e-05
8842	3.85207560932223	1.94310774582659	5.2228275014111e-08	3.36070683453746e-05
92304	4.07680559541574	1.31471506392868	5.33171724951116e-08	3.36070683453746e-05
4929	3.30737310358864	4.67442817451898	7.25808708867665e-08	4.44423041135512e-05
4909	4.63675984759658	1.89094622058375	7.79291699848707e-08	4.63916678318268e-05
2920	3.98005749290501	1.48317952366078	1.19162894187341e-07	6.90210806845653e-05
6347	4.14039537709075	2.44563263685716	1.99703591209195e-07	0.000112627570084323
221833	3.80255453539242	1.87346433372577	2.83478510155786e-07	0.000155775075670478
8537	3.31356540515755	3.39785756640766	3.2041875559291e-07	0.000171672358777791
5996	4.1036515336824	4.40105399097716	4.02000687969409e-07	0.000210128701070059
222584	3.67446740890831	1.12202877149079	5.62995919489239e-07	0.000287275370251759
55504	3.56731902573941	4.08823474924473	5.86623345627121e-07	0.00029237034697988
149428	3.35928968988131	1.7754704937503	6.74099976116285e-07	0.000328332649730639
