logFC	logCPM	PValue	adj.PValue
1745	-4.06948559629177	4.56704165906162	3.87547809262195e-18	8.04316723342759e-14
92292	-2.47181548437907	4.79597680751216	2.61569083702394e-16	2.71430238157975e-12
3223	-3.70684016045383	4.76052953829491	4.73234007129159e-15	3.27383286131952e-11
1746	-2.9364450954601	4.17766820760763	4.10405219698978e-14	2.12938748240815e-10
3249	-2.28968492142463	7.43787103491016	1.41761346636836e-13	5.88422997620178e-10
3221	-2.88761091084701	4.84871763802571	2.70795881768471e-13	9.36682955037143e-10
114899	-3.51120113558116	7.52651911974624	3.17591650526839e-12	8.23912139379251e-09
50652	-4.30177020213379	5.34949586782307	2.91952936806822e-12	8.23912139379251e-09
23600	-3.60705038825128	7.67786391125303	9.11200761002628e-12	2.10122895487206e-08
134429	1.33544760406511	5.48000039613244	2.43441845694231e-11	5.05239206553806e-08
100996425	-4.54249370160249	7.21917080800201	5.80682404512293e-11	1.01205479350489e-07
5179	2.53798529824971	4.39667549568513	5.85171895637407e-11	1.01205479350489e-07
134548	1.70533340465287	3.73881046380274	7.68911771063349e-11	1.22753806897298e-07
116285	-3.19757026547587	5.40351704576604	8.82289420927031e-11	1.3079310458514e-07
23089	2.22062908470232	2.7124089654265	1.2175770242518e-10	1.68463957075479e-07
284119	1.20696894739605	6.03252134063116	2.94844043751142e-10	3.69904091691454e-07
776	-1.97073681048948	6.29263774148013	3.02995545858857e-10	3.69904091691454e-07
8501	-1.69805229676606	5.96473914437628	3.48298668803691e-10	4.01588365130656e-07
64284	-1.49179961836447	4.72313333480563	4.63186168814191e-10	5.05945565661564e-07
84765	-1.8286199582011	4.4892716231575	9.12665404678853e-10	9.47072890435245e-07
100507303	-1.34969797840821	8.12569955178011	1.20805447953259e-09	1.13963466673724e-06
56547	-2.9690357279432	5.18342724349295	1.176603588484e-09	1.13963466673724e-06
10046	1.66332163905528	4.36219891871998	1.64737039902953e-09	1.4865010983243e-06
64838	1.19513833332489	3.46945801890386	3.28369776215045e-09	2.8395776398196e-06
3239	2.0248502108386	3.50264223489205	9.57445611036512e-09	7.9483304845807e-06
100506834	1.32742641294253	2.03800012622394	1.11154101479289e-08	8.37633442432674e-06
10321	-6.17837567152451	6.40342588120673	1.12686438085019e-08	8.37633442432674e-06
200916	-1.4289667301619	7.02106275967573	1.13008270155704e-08	8.37633442432674e-06
203447	1.92673308966757	3.47890270871704	1.23698567417695e-08	8.37853190583243e-06
3237	1.35302418804882	2.8352213417062	1.25149122617715e-08	8.37853190583243e-06
6571	2.22715540077808	5.65600871077552	1.18312007733243e-08	8.37853190583243e-06
169611	1.24202298446481	4.65031938661113	1.91418518615653e-08	1.24146872979664e-05
5820	-1.25318963197831	5.44614818026659	2.28160581852786e-08	1.33275412695783e-05
6567	1.06582196751915	3.88156923695011	2.24688291759049e-08	1.33275412695783e-05
6585	-2.34239982563663	3.02174333224438	2.31180247520872e-08	1.33275412695783e-05
858	1.15604985298405	4.89432709969384	2.14823645490619e-08	1.33275412695783e-05
857	1.25230354068516	6.57145939260618	2.58234731078701e-08	1.44848746183983e-05
6489	1.46331364973344	3.16008253687692	2.9537843938489e-08	1.61323266605106e-05
84457	1.48799240890923	3.51669240367169	3.0684581317884e-08	1.63289179659324e-05
7881	1.43322525827616	4.15032445326782	3.19699291810596e-08	1.65875977555928e-05
51151	-2.91322267048369	3.81837831899226	3.81975567265818e-08	1.91012170264931e-05
80303	1.67507032937461	5.39807048888774	3.86552527277974e-08	1.91012170264931e-05
79611	1.31009057659727	3.8019215408165	4.58110127928541e-08	2.21107385930906e-05
3547	1.9705827457221	2.33092070388436	4.83067525127797e-08	2.27854168556871e-05
57631	1.19971217761784	4.4263576596699	4.95693634334416e-08	2.28613904155032e-05
256691	1.1713077060741	4.39725770421038	5.77217703944506e-08	2.60425570166615e-05
101928099	-1.57386745149264	2.4357830088705	6.29591836288923e-08	2.78011680220007e-05
3642	-2.87831164861659	4.51832151650764	6.54518873196848e-08	2.82997597798487e-05
51083	-1.26700059825007	2.88708139484269	7.11875679771782e-08	3.01515670571093e-05
84281	1.4622599887944	2.24477969615013	7.34203276904967e-08	3.04753096177714e-05
5046	-1.21894047381102	2.75022382114982	7.56426857503874e-08	3.07821235306576e-05
101928731	1.45456681898776	2.04004615802553	7.79321145484815e-08	3.11039058719074e-05
801	0.93361955978532	7.61346802842888	8.42478249468698e-08	3.2990176583912e-05
1381	3.2890747518686	3.87475000619995	9.98507791520837e-08	3.74506196715661e-05
140576	1.19946072131219	6.09991120119673	1.01052071967221e-07	3.74506196715661e-05
7043	1.46902391566891	6.65845360615526	9.74583352503133e-08	3.74506196715661e-05
56479	1.32289823103474	1.5906491600553	1.13577630062095e-07	4.1354212882609e-05
124093	-2.10772667625622	4.27159080963328	1.24724815146295e-07	4.38735392126476e-05
83648	1.68827565560024	2.82994679770549	1.23692537528836e-07	4.38735392126476e-05
283177	-2.21909558573248	4.53843691306726	1.37273324330624e-07	4.74828428859628e-05
85480	1.72353612629908	2.38572184336929	1.42685076738689e-07	4.85456734858154e-05
23413	1.13578628565253	3.71565458411676	1.45581923034924e-07	4.87323746881743e-05
54793	0.755047110234892	5.82704964232565	1.54683993932141e-07	5.0957327143931e-05
2153	-2.94839032752259	5.13981654034335	1.6884425041368e-07	5.47530245794612e-05
100505730	-1.84837765856129	4.85761733176364	1.71592979736444e-07	5.47883184838486e-05
54795	-1.4585094296133	7.55641148388979	1.75858221626306e-07	5.52994171459448e-05
90139	1.50779336773053	4.36571770216425	1.95294621301741e-07	6.04946950820347e-05
2297	-3.49230282037238	3.2862573455969	2.05237061191865e-07	6.26395583525876e-05
8475	-1.13925570402185	4.17475436457114	2.14128935540146e-07	6.44062598289884e-05
5592	1.42237914701763	2.79672188914408	2.19049641549514e-07	6.49450894388374e-05
9796	1.58089128432688	3.56523661388331	2.33688385100678e-07	6.8309418934922e-05
3777	1.49937648532546	3.97311682492977	2.40242400707429e-07	6.92498720039165e-05
222	-2.04714607819729	4.84739298864628	2.47571092015378e-07	7.03848005984542e-05
115572	1.57925614113034	3.2920270411886	2.81083767796218e-07	7.2920156460534e-05
127733	1.14074073308875	3.00407793025004	2.76375694918579e-07	7.2920156460534e-05
170850	-3.07054378312297	2.99361759910764	2.78478721398886e-07	7.2920156460534e-05
5026	-1.53203052166317	3.44360279062239	2.7340657115014e-07	7.2920156460534e-05
51339	1.16766779817988	6.09189265031842	2.80765288400475e-07	7.2920156460534e-05
6493	-1.8130962803389	7.39178708399617	2.70054748365129e-07	7.2920156460534e-05
83716	0.905019969684703	7.66319226209131	2.67768413434232e-07	7.2920156460534e-05
493	1.25438827959933	5.40926992204505	2.89427858240202e-07	7.41578490113229e-05
50859	1.17846195906767	5.86498807048226	3.13000267405469e-07	7.82651512016036e-05
64091	1.32205175999339	3.82290929060525	3.12387238406021e-07	7.82651512016036e-05
390	1.08308469708985	7.39360024283398	3.2753981120719e-07	8.09257290689765e-05
2781	1.66509566276756	6.97157813587893	3.48091086636147e-07	8.34244539096596e-05
4753	2.16683328947527	4.99426196132602	3.42914404011086e-07	8.34244539096596e-05
9658	1.12024450121178	6.04289794003997	3.49712223674491e-07	8.34244539096596e-05
7546	-3.13898285122407	3.05396514248621	3.55242123888459e-07	8.37806254452394e-05
10669	-1.72671921819569	3.57232366249172	3.65528617401001e-07	8.42710393489929e-05
2515	-2.03514721002544	2.42405679067836	3.69502967175405e-07	8.42710393489929e-05
319	-1.89165208672627	3.72201956357457	3.61806001699733e-07	8.42710393489929e-05
167410	2.1390171764581	4.39628305999418	4.02930378467921e-07	8.9918463169067e-05
7371	-1.13353259575628	6.59203392575973	4.00402498802688e-07	8.9918463169067e-05
387882	1.69077738864625	5.17636435806133	4.22104230219181e-07	9.31952254677541e-05
55130	1.16299176147162	2.64982885665395	4.37995365764255e-07	9.56858507481194e-05
128434	-1.80926843130757	5.9911321592804	4.52528453720148e-07	9.78309950886246e-05
493861	1.22842658369661	3.33631384751985	4.74026199313644e-07	0.0001005450783307
83661	-3.37375906947582	5.71617321094014	4.74771980168093e-07	0.0001005450783307
100127983	1.20389183179058	3.03198459817491	4.89486248376838e-07	0.000101587975988129
79802	1.50040073239239	2.87252456143225	4.87310873287543e-07	0.000101587975988129
30846	1.11954080587993	6.68027771792569	5.03343424478809e-07	0.000103429598333002
10979	0.879692788221567	7.19208474916519	5.32864628959694e-07	0.000107242528918234
1809	1.12560716946552	5.68213578968288	5.37401127854695e-07	0.000107242528918234
79645	1.19428312107283	1.89300863203623	5.28076770481486e-07	0.000107242528918234
131096	-2.73958264403256	4.60889830331408	5.81704103315252e-07	0.000113519145032648
285590	1.1500374133992	4.0203632170387	5.90732758192445e-07	0.000113519145032648
54820	1.14143933325967	4.23843398199742	5.80519544135142e-07	0.000113519145032648
6121	1.39459787532161	1.50574886839841	5.90511040112367e-07	0.000113519145032648
728342	-1.8509011469162	4.81137363802402	5.96662473815657e-07	0.000113606724601561
3760	1.94200182202432	1.79784396711791	6.06546923449892e-07	0.000114438862266173
342035	1.59196594468182	3.17121771443136	6.13892322881391e-07	0.000114781272694418
4118	1.72969950005536	3.29369947674431	6.30605590010988e-07	0.000116853467991858
11170	1.1617408878853	5.56286811752195	6.61269360821478e-07	0.000121451188623796
26084	-1.43821972584022	5.67145475482529	7.32665275445936e-07	0.000131517272645882
4131	1.0885045409481	7.06645683361627	7.3508738686144e-07	0.000131517272645882
9863	0.999946940143777	5.23434876026667	7.25342087518732e-07	0.000131517272645882
114804	-1.8558651386841	3.36746185009854	7.57619073791346e-07	0.000132081523177845
5579	1.41121589025124	3.2883927287181	7.61402488117724e-07	0.000132081523177845
59353	2.11034531443312	4.43511824718402	7.63697734477278e-07	0.000132081523177845
6491	-1.28032836789607	5.65751046482571	7.44914918689995e-07	0.000132081523177845
43849	-3.96579926143377	5.78270831051112	8.4885352285495e-07	0.000145595917465551
23500	0.984956752808156	5.55278401824231	8.57881826674469e-07	0.00014593835599018
6716	1.27255398271892	7.16734283057216	9.07645016538444e-07	0.000153148493278365
10563	3.29237878736916	3.18215202257573	9.26145277699433e-07	0.000155009831398178
54360	1.21779415676844	3.07571621401184	9.55028655056362e-07	0.000158565317656318
23632	1.89334221176916	2.65211999997504	9.97520919233769e-07	0.000161738665295138
51209	1.57371980106097	4.28409921612651	9.87521337792447e-07	0.000161738665295138
7169	0.890177656231919	8.75464821757322	9.9002611132187e-07	0.000161738665295138
81706	1.43096839776161	2.81182322117358	1.01880386884174e-06	0.000163908957317375
23111	0.839486935935129	4.37298540361983	1.05716097384991e-06	0.000166214536752128
25849	1.09279921417704	6.96230875745019	1.04886634161984e-06	0.000166214536752128
4811	1.05555694173666	3.56097980731987	1.05269650902953e-06	0.000166214536752128
23205	1.43300891683877	3.17012074160047	1.12082214105313e-06	0.000174898817409147
93649	1.58990181945181	4.58196131568021	1.12959150349235e-06	0.000174951806443882
284	1.27361157946391	3.52160041307048	1.22441959280178e-06	0.00018823410540006
90075	-1.43583044874538	5.05481190563794	1.23446416221157e-06	0.000188382861930433
146713	1.49845593981294	3.79502448231994	1.26959201101909e-06	0.000191777715635309
2146	-1.00616319157094	5.28812997464198	1.27519151766756e-06	0.000191777715635309
4045	1.67632786681696	4.81783638552525	1.35823337787747e-06	0.000202796946219202
401074	1.6142975994811	1.98920432900025	1.40877997205962e-06	0.000208841568143752
2824	0.985426448453344	5.54474595154505	1.42481988584065e-06	0.000209721361069055
100505881	1.13543812306231	3.56828079488867	1.45537668356161e-06	0.000212710476694632
443	1.75210231001285	4.16915779875375	1.481462779428e-06	0.000214437112976856
80760	1.17196159922208	4.87779050299443	1.48785507702936e-06	0.000214437112976856
84502	1.41631317539331	5.36061444866645	1.50072827234741e-06	0.000214800790098608
1298	-2.60944204624268	6.37587449117848	1.5614214669085e-06	0.000220447218532102
2619	1.36944228834451	5.04845234234045	1.55162222821027e-06	0.000220447218532102
1466	1.43057795368721	7.19202258481211	1.588044607539e-06	0.000222331162554695
25822	1.02377284832878	3.27572030472651	1.60475315478619e-06	0.000222331162554695
800	0.873000161208104	7.27911574616241	1.60690345876478e-06	0.000222331162554695
5831	-1.28733761302393	4.56062886527324	1.65102909791421e-06	0.000226923562239149
10630	1.19639819620439	4.19954308250849	1.70642871595344e-06	0.000231472036411097
91851	1.46243477453189	7.12684299537887	1.6990739536773e-06	0.000231472036411097
29951	1.27640374747151	4.73689986193605	1.73656503234669e-06	0.000234030329099501
148741	1.22493942407882	3.79175209339758	1.88406399041031e-06	0.000245923673314311
22987	-1.47759590787716	2.06398071220136	1.88197412237995e-06	0.000245923673314311
57291	-1.08436374324067	7.81056945585686	1.84163423845123e-06	0.000245923673314311
9	1.65833531114144	4.64497525232729	1.87208271110788e-06	0.000245923673314311
9215	1.03174811051652	5.61658400570934	1.87935187673639e-06	0.000245923673314311
8395	1.11425104651219	2.35505093595519	2.02197071852673e-06	0.000262274876826899
368	1.15766124727646	2.82094643520281	2.10190779097989e-06	0.000270950275117992
692227	-0.961781765828211	5.93519709129118	2.24571307521867e-06	0.000287700797303015
1464	1.22699416721686	4.27246321983237	2.33372458032138e-06	0.000295329999634085
2070	1.52094076394141	4.48520047111792	2.32294185784483e-06	0.000295329999634085
4920	1.15349303703487	3.76761923904232	2.41637626923184e-06	0.00030393620055538
1131	-2.16383506569754	3.72233604880809	2.59439598995147e-06	0.000324362014309956
26098	-1.44933979686926	5.24640956589487	2.64905753070873e-06	0.000329212814325324
111	1.21260295699974	3.74039639952818	2.80787594859285e-06	0.000346872960935095
84302	1.32661633048507	3.70647974448131	2.83281020406708e-06	0.000347882502811882
3816	1.07497335887859	4.32830507440675	2.87639086149393e-06	0.000351156564349677
200150	1.54773146424765	1.11225162759664	2.91270165075667e-06	0.000353510000349731
8420	-1.99621489270724	4.4493726437643	3.0109624966155e-06	0.000363311137527664
25802	1.33445755230247	6.11488616271519	3.06740712060574e-06	0.000367982470410702
317761	-1.41026205223591	4.33173477444993	3.25963005355838e-06	0.000378789651638587
389741	-0.875573665426294	6.35918255133973	3.25341102065044e-06	0.000378789651638587
4013	1.1409970890667	5.40302201016452	3.1995494146637e-06	0.000378789651638587
64344	1.39343645423863	3.22752112113659	3.26700142831777e-06	0.000378789651638587
728903	-0.875573664717335	6.35918255133973	3.25515745415089e-06	0.000378789651638587
8910	1.10177940810067	6.3524061968512	3.26488975051862e-06	0.000378789651638587
51704	0.893969747976716	4.69463077135286	3.2859897212185e-06	0.000378874614856493
221935	-2.02295983265435	5.10908035390135	3.46168804950015e-06	0.000396927479443791
1807	1.9511908760706	4.45172823474831	3.5801278481295e-06	0.000408252600879558
23175	0.888142194224136	5.87254683729937	3.69664607977771e-06	0.000410268410372763
25924	-1.1868293310016	4.09943696507966	3.6548846888451e-06	0.000410268410372763
2650	-1.79395734357311	4.97127215254935	3.67912191957075e-06	0.000410268410372763
79625	1.3881841409695	3.71627499757663	3.69565413511619e-06	0.000410268410372763
9469	1.1830278726633	3.24983111594045	3.66572370920122e-06	0.000410268410372763
23580	0.73286159450811	6.48035142936054	3.80418315918145e-06	0.000419957538753467
11096	1.3952209723001	3.99434383662288	3.85651280638782e-06	0.000420364712038538
11185	1.21164486486996	6.55141806360288	3.86628281856961e-06	0.000420364712038538
340526	0.891239541690191	4.50636072584723	3.86863544373908e-06	0.000420364712038538
11259	1.10996058369783	4.85086955669447	3.98517177148715e-06	0.000427313433005741
1272	1.22642737065497	3.93726010980389	3.99212053098033e-06	0.000427313433005741
55554	-1.67361596060096	3.81432827489302	3.99435318507824e-06	0.000427313433005741
2294	1.10037217484573	7.21140804940953	4.09939595135129e-06	0.000436301864483819
113146	1.4724516988018	4.74804071701088	4.17685479909287e-06	0.00044227777806313
5764	1.14945356503369	6.81461192991287	4.20856533523329e-06	0.000443373426230618
5334	1.21820262811653	4.12454723478574	4.29917199919361e-06	0.000450631392279112
9415	1.29726623477722	2.91391290742427	4.34900177393756e-06	0.000453563732745226
284029	-1.10342365609604	3.63366342835159	4.41208105386373e-06	0.000457841650959439
64102	1.67557514592075	1.2540851466977	4.76064536515998e-06	0.000491554397554877
100128081	1.38484205794828	1.87573380121182	4.81180781811165e-06	0.000493946014284614
1073	0.863277702708374	6.20941003313818	4.83140796471893e-06	0.000493946014284614
5101	1.29401167369106	3.51627007895977	4.90820070186492e-06	0.000495274056722209
55733	0.896886488809863	4.76026898322756	4.97610090508794e-06	0.000495274056722209
6237	1.16502503623624	5.96799427772556	4.98308411941581e-06	0.000495274056722209
63875	-0.823293073138418	6.49505199883766	4.98758204948163e-06	0.000495274056722209
7060	-2.22924779749283	7.06872424596108	4.89940067270571e-06	0.000495274056722209
8707	1.50867972591066	2.83516164927947	4.95453338410273e-06	0.000495274056722209
6867	0.76890237845337	6.48815325541528	5.05496223814895e-06	0.000499574696621635
149563	-1.29191995793686	3.16352254337888	5.2768849091784e-06	0.000519035400024116
51306	0.758993063645747	6.57838943192547	5.30943580736589e-06	0.0005197737299343
2267	-1.55179053595473	3.52380515406092	5.38636361808852e-06	0.000524829063520231
8321	0.917059207654515	5.15289004007286	5.43458604674738e-06	0.000527053265486893
332	-0.970903938856726	2.60593304158203	5.50608351989918e-06	0.000529626560619911
388394	-1.89801396804256	3.80760256007701	5.51215847999908e-06	0.000529626560619911
2078	-2.7845176187226	5.60987757335306	5.58623899722114e-06	0.000529999712934313
316	1.52710051599939	4.25122703934956	5.57637273894157e-06	0.000529999712934313
51363	0.963877435275126	5.3925970270898	5.59265380806661e-06	0.000529999712934313
9121	1.24185875061062	4.29814483432657	5.63155454991591e-06	0.000531260377858886
253827	0.973025385808394	5.16231915674977	5.6709122776659e-06	0.000532552549369584
58530	1.57829664652945	2.67748940325927	5.7369027939336e-06	0.00053632288551936
283229	-1.22635607133147	6.02014967138832	5.77644557807375e-06	0.00053759798891185
100507557	0.953211740082555	3.11242067659982	5.94235019811929e-06	0.000550569357195392
167838	-1.48333059830857	1.6770805160255	6.06935975737697e-06	0.000559837744020452
590	2.55529366729102	3.51200782633983	6.16439472459087e-06	0.000566087823513978
6443	0.813103900666894	4.8380786256551	6.38525201516879e-06	0.000583786433140146
84419	-2.42187757812467	7.60304068472401	6.51691408308827e-06	0.000593210679300061
375444	1.59959329099836	2.86988387112137	6.54678983342042e-06	0.000593327843680382
221895	1.08336362151475	4.60118854673254	6.60682343933554e-06	0.000593584474718484
338645	-1.76189097577284	2.90799905090758	6.58126641085804e-06	0.000593584474718484
26353	1.35441937990268	5.11275426460817	6.68441919746818e-06	0.000597967396656269
285463	-2.07574990321228	5.46022699269877	6.89498428961545e-06	0.000614156669299052
28234	-2.51316298578877	3.08469136040448	7.23045457867184e-06	0.000641285702246817
56165	-2.0787628456859	1.71960353763357	7.46797138155563e-06	0.000656738466325447
60674	-0.758076408286365	8.27505052382715	7.45992402901218e-06	0.000656738466325447
10278	1.27394807304953	5.89472706711551	7.62192771744968e-06	0.000665597268102604
23603	0.745785510304628	7.33094746269972	7.63284908010118e-06	0.000665597268102604
1118	-2.7838333856449	3.60479844579316	7.82311068363532e-06	0.000679334054929571
503542	-0.980671630191731	3.94815989129596	7.87444736436693e-06	0.00068094283583363
